Order ID;Order Date;Order Quantity;Customer ID;Customer Name;Customer City;Latitude;Longitude;Customer Country;Customer Loyalty Card;Product ID;Product Coffee Type;Product Roast Type;Product Size (kg);Product Unit Price;Product Price per 100g;Product Profit;Total Profit
HDQ-86094-507;27/04/2019;6;32481-61533-ZJ;Parker Tofful;Fresno;36,7377981;-119,7871247;United States;Yes;E-D-1;Excelca;Dark;1;12,15;1,215;1,3365;8,019
HEL-86709-449;10/06/2022;1;86579-92122-OC;Brenn Dundredge;Oklahoma City;35,4675602;-97,5164276;United States;Yes;E-D-2.5;Excelca;Dark;2,5;27,945;1,1178;3,07395;3,07395
HFT-77191-168;04/11/2021;2;48419-02347-XP;Melosa Kippen;Jackson;37,223423;-95,706322;United States;Yes;R-D-0.2;Robusta;Dark;0,2;2,685;1,3425;0,1611;0,3222
HGE-19842-613;13/01/2022;4;49401-45041-ZU;Janeva Edinboro;Fort Lauderdale;26,1224386;-80,1373174;United States;Yes;R-L-0.5;Robusta;Light;0,5;7,17;1,434;0,4302;1,7208
HGJ-82768-173;26/08/2021;4;62741-01322-HU;Terencio O'Moylan;Church End;51,604606;-0,1882833;United Kingdom;No;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;4,05
HHF-36647-854;05/11/2021;6;39011-18412-GR;Adora Roubert;Port Saint Lucie;27,2730492;-80,3582261;United States;Yes;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;12,3579
HHO-79903-185;19/08/2022;1;53893-01719-CL;Bee Fattorini;Monaghan;54,2492434;-6,9683082;Ireland;Yes;A-L-2.5;Arabika;Light;2,5;29,785;1,1914;2,68065;2,68065
HKN-31467-517;24/10/2021;6;84045-66771-SL;Charlean Keave;Pensacola;30,421309;-87,2169149;United States;No;L-M-1;Liberica;Medium;1;14,55;1,455;1,8915;11,349
HMB-30634-745;18/02/2020;6;19485-98072-PS;Don Flintiff;London;51,5072178;-0,1275862;United Kingdom;No;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;12,3579
HNI-91338-546;07/02/2020;5;67285-75317-XI;Nevins Glowacz;Madison;43,0721661;-89,4007501;United States;No;A-D-0.5;Arabika;Dark;0,5;5,97;1,194;0,5373;2,6865
HPD-65272-772;25/02/2019;1;57504-13456-UO;Parsifal Metrick;Saint Louis;38,6270025;-90,1994042;United States;Yes;L-M-2.5;Liberica;Medium;2,5;33,465;1,3386;4,35045;4,35045
HPI-42308-142;11/04/2020;2;06631-86965-XP;Olag Baudassi;Rochester;43,1565779;-77,6088465;United States;Yes;E-M-0.5;Excelca;Medium;0,5;8,25;1,65;0,9075;1,815
HRM-94548-288;08/09/2019;6;08934-65581-ZI;Redd Simao;Fort Smith;35,3843722;-94,4209646;United States;No;A-L-2.5;Arabika;Light;2,5;29,785;1,1914;2,68065;16,0839
HSF-66926-425;01/03/2020;5;00539-42510-RY;Nickey Youles;Edgeworthstown;53,6956862;-7,608493;Ireland;Yes;L-D-2.5;Liberica;Dark;2,5;29,785;1,1914;3,87205;19,36025
HST-96923-073;18/07/2019;6;54722-76431-EX;Helli Petroulis;Mullagh;53,8115174;-6,9459818;Ireland;No;R-D-2.5;Robusta;Dark;2,5;20,585;0,8234;1,2351;7,4106
HTH-52867-812;28/06/2021;4;29851-36402-UX;Almeria Burgett;Toledo;41,6528052;-83,5378674;United States;No;A-M-2.5;Arabika;Medium;2,5;25,875;1,035;2,32875;9,315
HTR-21838-286;11/02/2022;2;24669-76297-SF;Heloise Zeal;Seattle;47,6061389;-122,3328481;United States;No;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;2,331
HTS-15020-632;06/08/2019;3;53817-13148-RK;Gregg Hawkyens;Lafayette;30,22409;-92,019843;United States;No;R-M-0.2;Robusta;Medium;0,2;2,985;1,4925;0,1791;0,5373
HTY-30660-254;16/09/2019;3;83844-95908-RX;Joey Jefferys;Los Angeles;34,0549076;-118,242643;United States;Yes;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;1,791
HUB-47311-849;07/12/2021;3;04521-04300-OK;Stanislaus Gilroy;Saint Paul;44,9497487;-93,0931028;United States;Yes;L-M-0.5;Liberica;Medium;0,5;8,73;1,746;1,1349;3,4047
HUG-52766-375;05/06/2020;4;78786-77449-RQ;Jermaine Branchett;Lubbock;33,5778239;-101,8552934;United States;No;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;8,2386
HVQ-64398-930;30/03/2020;6;62979-53167-ML;Lothaire Mizzi;Dallas;32,7766642;-96,7969879;United States;Yes;A-M-0.5;Arabika;Medium;0,5;6,75;1,35;0,6075;3,645
HVU-21634-076;10/06/2020;4;27723-45097-MH;Dorelia Bury;Castleblayney;54,120659;-6,7397374;Ireland;Yes;R-L-2.5;Robusta;Light;2,5;27,485;1,0994;1,6491;6,5964
HVW-25584-144;30/04/2020;5;93405-51204-UW;Lexie Mallan;Baton Rouge;30,4514677;-91,1871466;United States;Yes;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;3,09075
HXA-72415-025;12/05/2022;2;93417-12322-YB;Dollie Gadsden;Cluain Meala;52,3623523;-7,7007084;Ireland;Yes;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;4,1193
HXL-22497-359;06/08/2019;3;64875-71224-UI;Marlena Howsden;Memphis;35,1495343;-90,0489801;United States;No;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;3,4965
HYF-10254-369;14/11/2019;1;30373-66619-CB;Zaccaria Sherewood;Fresno;36,7377981;-119,7871247;United States;No;L-L-0.5;Liberica;Light;0,5;9,51;1,902;1,2363;1,2363
HYR-03455-684;19/12/2021;6;29808-89098-XD;Ira Sjostrom;Erie;42,1292241;-80,085059;United States;No;E-D-1;Excelca;Dark;1;12,15;1,215;1,3365;8,019
HYR-03455-684;19/12/2021;2;29808-89098-XD;Ira Sjostrom;Erie;42,1292241;-80,085059;United States;No;L-D-0.2;Liberica;Dark;0,2;3,885;1,9425;0,50505;1,0101
IBW-87442-480;14/07/2022;1;79814-23626-JR;Trina Le Sarr;San Francisco;37,7749295;-122,4194155;United States;Yes;A-L-2.5;Arabika;Light;2,5;29,785;1,1914;2,68065;2,68065
ICC-73030-502;16/04/2022;3;59480-02795-IU;Reamonn Aynold;Milwaukee;43,0389025;-87,9064736;United States;Yes;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;3,4965
ICF-17486-106;27/01/2020;1;19196-09748-DB;Waylan Springall;Alhambra;34,093042;-118,12706;United States;Yes;L-L-2.5;Liberica;Light;2,5;36,455;1,4582;4,73915;4,73915
IDJ-55379-750;05/10/2019;4;24040-20817-QB;Angelia Cleyburn;Fort Lauderdale;26,1224386;-80,1373174;United States;No;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;2,388
IDQ-20193-502;06/05/2019;2;36021-61205-DF;Rutger Pithcock;Knoxville;35,9606384;-83,9207392;United States;Yes;L-M-0.2;Liberica;Medium;0,2;4,365;2,1825;0,56745;1,1349
IDU-25793-399;04/12/2020;5;76664-37050-DT;Aurea Corradino;New York City;40,7127753;-74,0059728;United States;Yes;A-M-0.2;Arabika;Medium;0,2;3,375;1,6875;0,30375;1,51875
IDU-25793-399;04/12/2020;4;76664-37050-DT;Aurea Corradino;New York City;40,7127753;-74,0059728;United States;Yes;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;1,6038
IGK-51227-573;26/10/2019;2;46959-60474-LT;Bob Giannazzi;Fort Lauderdale;26,1224386;-80,1373174;United States;No;L-D-0.5;Liberica;Dark;0,5;7,77;1,554;1,0101;2,0202
IGM-84664-265;31/08/2021;3;80179-44620-WN;Cleve Blowfelde;Tucson;32,2539787;-110,9741769;United States;No;R-L-0.5;Robusta;Light;0,5;7,17;1,434;0,4302;1,2906
IGW-04801-466;15/05/2021;1;29051-27555-GD;Jeno Capey;Erie;42,1292241;-80,085059;United States;Yes;L-D-0.2;Liberica;Dark;0,2;3,885;1,9425;0,50505;0,50505
IHN-19982-362;29/03/2021;3;68894-91205-MP;Elna Grise;Reno;39,529919;-119,8142691;United States;No;R-L-1;Robusta;Light;1;11,95;1,195;0,717;2,151
IHS-71573-008;08/05/2021;6;07972-83134-NM;Silvana Northeast;Sparks;39,540468;-119,748724;United States;Yes;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;2,4057
IIZ-24416-212;31/05/2021;6;76060-30540-LB;Baxy Cargen;Seattle;47,6061389;-122,3328481;United States;Yes;R-D-0.5;Robusta;Dark;0,5;5,37;1,074;0,3222;1,9332
IJK-34441-720;05/04/2019;6;97201-58870-WB;Darcy Lochran;El Paso;31,7618778;-106,4850217;United States;Yes;A-M-0.5;Arabika;Medium;0,5;6,75;1,35;0,6075;3,645
IKK-62234-199;31/03/2022;6;91190-84826-IQ;Raphaela Schankelborg;Pittsburgh;40,4406248;-79,9958864;United States;Yes;L-L-0.5;Liberica;Light;0,5;9,51;1,902;1,2363;7,4178
IKL-95976-565;09/12/2019;2;53486-73919-BQ;Rod Gowdie;Milwaukee;43,0389025;-87,9064736;United States;No;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;2,025
IKQ-39946-768;19/03/2021;6;72778-50968-UQ;Isac Jesper;Naples;26,1421976;-81,7942944;United States;No;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;3,582
ILQ-11027-588;29/03/2020;6;76293-30918-DQ;Philipa Petrushanko;Nenagh;52,8642968;-8,1975561;Ireland;Yes;E-D-1;Excelca;Dark;1;12,15;1,215;1,3365;8,019
IMP-12563-728;03/01/2019;6;68346-14810-UA;Spencer Wastell;Midland;31,9973456;-102,0779146;United States;No;E-L-0.5;Excelca;Light;0,5;8,91;1,782;0,9801;5,8806
IOB-32673-745;28/05/2021;3;07095-81281-NJ;Rebeka Worg;Dallas;32,7766642;-96,7969879;United States;Yes;A-L-0.5;Arabika;Light;0,5;7,77;1,554;0,6993;2,0979
IOM-51636-823;06/08/2022;3;04609-95151-XH;Devy Bulbrook;Jamaica;18,109581;-77,297508;United States;No;A-D-1;Arabika;Dark;1;9,95;0,995;0,8955;2,6865
IOQ-84840-827;12/11/2019;6;32038-81174-JF;Cornie Venour;Shreveport;32,5251516;-93,7501789;United States;No;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;6,075
IPA-94170-889;04/12/2019;3;64439-27325-LG;Camellia Kid;Whitegate;51,8267841;-8,2321121;Ireland;Yes;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,6453
IPP-31994-879;21/01/2022;3;65223-29612-CB;Shaylynn Lobe;Dayton;39,7589478;-84,1916069;United States;Yes;E-D-0.5;Excelca;Dark;0,5;7,29;1,458;0,8019;2,4057
IRJ-67095-738;20/03/2019;2;86447-02699-UT;Minny Chamberlayne;Tampa;27,9516896;-82,4587527;United States;Yes;E-M-2.5;Excelca;Medium;2,5;31,625;1,265;3,47875;6,9575
IRV-20769-219;15/10/2020;3;77131-58092-GE;Vidovic Antonelli;London;51,5072178;-0,1275862;United Kingdom;Yes;E-M-0.2;Excelca;Medium;0,2;4,125;2,0625;0,45375;1,36125
IRX-59256-644;08/12/2021;3;96446-62142-EN;Clayton Kingwell;Rathnew;52,9946004;-6,082812;Ireland;Yes;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;0,80595
ISJ-48676-420;10/10/2021;6;93046-67561-AY;Keefer Cake;San Jose;37,33874;-121,8852525;United States;No;L-L-0.5;Liberica;Light;0,5;9,51;1,902;1,2363;7,4178
ISK-42066-094;28/03/2020;3;41505-42181-EF;Sibella Rushbrooke;Sacramento;38,5815719;-121,4943996;United States;Yes;E-D-1;Excelca;Dark;1;12,15;1,215;1,3365;4,0095
ISL-11200-600;02/07/2020;6;13654-85265-IL;Rudy Farquharson;Charlesland;53,1255862;-6,0684365;Ireland;Yes;A-D-0.2;Arabika;Dark;0,2;2,985;1,4925;0,26865;1,6119
ITA-87418-783;22/05/2020;2;39396-12890-PE;Terence Vanyutin;Migrate;60,5153346;-151,2115536;United States;No;R-D-2.5;Robusta;Dark;2,5;20,585;0,8234;1,2351;2,4702
ITE-28312-615;06/09/2019;6;56450-21890-HK;Chuck Kendrick;Monroe;32,509311;-92,119301;United States;Yes;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;9,801
ITR-54735-364;26/07/2020;5;92599-58687-CS;Edin Yantsurev;Camden;39,9448402;-75,1198911;United States;Yes;R-D-0.2;Robusta;Dark;0,2;2,685;1,3425;0,1611;0,8055
ITY-92466-909;07/08/2019;3;34927-68586-ZV;Neville Piatto;Daingean;53,2960818;-7,291967;Ireland;Yes;A-M-2.5;Arabika;Medium;2,5;25,875;1,035;2,32875;6,98625
ITZ-21793-986;11/06/2021;4;67388-17544-XX;Alon Pllu;Navan;53,651908;-6,683362;Ireland;Yes;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;1,6038
IWL-13117-537;29/04/2020;3;29129-60664-KO;Guenevere Ruggen;San Jose;37,33874;-121,8852525;United States;Yes;R-D-0.2;Robusta;Dark;0,2;2,685;1,3425;0,1611;0,4833
IXU-20263-532;15/11/2019;2;68044-89277-ML;Kizzie Warman;Sandyford;53,2789698;-6,2163425;Ireland;Yes;L-M-2.5;Liberica;Medium;2,5;33,465;1,3386;4,35045;8,7009
IXU-67272-326;24/12/2020;5;91654-79216-IC;Arlana Ferrea;Greensboro;36,0726354;-79,7919754;United States;No;E-L-0.5;Excelca;Light;0,5;8,91;1,782;0,9801;4,9005
IXW-20780-268;24/06/2020;2;20236-64364-QL;Shay Couronne;Fargo;46,877229;-96,789821;United States;Yes;L-L-2.5;Liberica;Light;2,5;36,455;1,4582;4,73915;9,4783
IYO-10245-081;09/05/2020;3;57145-31023-FK;Nanine McCarthy;Louisville;38,2526647;-85,7584557;United States;No;E-M-2.5;Excelca;Medium;2,5;31,625;1,265;3,47875;10,43625
IZA-61469-812;06/01/2020;4;13561-92774-WP;Ketty Bromehead;New York City;40,7127753;-74,0059728;United States;Yes;L-D-2.5;Liberica;Dark;2,5;29,785;1,1914;3,87205;15,4882
IZU-90429-382;26/03/2022;3;33011-52383-BA;Arel De Lasci;Honolulu;21,3098845;-157,8581401;United States;Yes;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;3,4965
JAF-18294-750;06/09/2019;6;73564-98204-EY;Say Risborough;Chattanooga;35,0457984;-85,3093995;United States;Yes;R-D-2.5;Robusta;Dark;2,5;20,585;0,8234;1,2351;7,4106
JBE-92943-643;29/12/2020;5;84466-22864-CE;Karl Imorts;Melbourne;39,7837304;-100,445882;United States;No;E-D-2.5;Excelca;Dark;2,5;27,945;1,1178;3,07395;15,36975
JBP-78754-392;30/04/2020;6;74330-29286-RO;Claudetta Rushe;Charlotte;35,2270869;-80,8431267;United States;Yes;E-M-2.5;Excelca;Medium;2,5;31,625;1,265;3,47875;20,8725
JBQ-93412-846;27/04/2022;4;69037-66822-DW;Julio Armytage;Portumna;53,0927811;-8,2185406;Ireland;Yes;E-L-2.5;Excelca;Light;2,5;34,155;1,3662;3,75705;15,0282
JBW-95055-851;22/07/2021;5;47355-97488-XS;Anjanette Goldie;Danbury;41,394817;-73,4540111;United States;No;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;5,0625
JDS-33440-914;28/10/2021;3;58511-10548-ZU;Ailene Nesfield;Belfast;54,597285;-5,93012;United Kingdom;Yes;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;1,791
JEG-93140-224;07/02/2021;5;53751-57560-CN;Christopher Grieveson;Portland;45,515232;-122,6783853;United States;Yes;E-M-0.5;Excelca;Medium;0,5;8,25;1,65;0,9075;4,5375
JEH-37276-048;30/06/2021;3;80896-38819-DW;Jany Rudeforth;Tullyallen;53,73661;-6,42244;Ireland;Yes;A-L-0.5;Arabika;Light;0,5;7,77;1,554;0,6993;2,0979
JGZ-16947-591;02/02/2021;6;14264-41252-SL;Willy Pummery;Muskegon;43,2341813;-86,2483921;United States;No;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;3,7089
JHW-74554-805;26/11/2019;6;14103-58987-ZU;Gay Rizzello;Liverpool;53,408371;-2,991573;United Kingdom;Yes;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;3,582
JIG-27636-870;13/07/2020;4;67204-04870-LG;Alf Housaman;Grand Rapids;42,9633599;-85,6680863;United States;No;R-L-1;Robusta;Light;1;11,95;1,195;0,717;2,868
JJX-83339-346;02/01/2022;1;32928-18158-OW;Craggy Bril;Cincinnati;39,1031182;-84,5120196;United States;Yes;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,2151
JKA-27899-806;26/10/2021;5;97005-25609-CQ;Gale Heindrick;Lawrenceville;33,9562149;-83,9879625;United States;No;R-L-1;Robusta;Light;1;11,95;1,195;0,717;3,585
JKC-64636-831;05/07/2022;2;52098-80103-FD;Edin Mathe;Lawrenceville;33,9562149;-83,9879625;United States;Yes;A-M-2.5;Arabika;Medium;2,5;25,875;1,035;2,32875;4,6575
JLJ-81802-619;20/06/2021;6;16880-78077-FB;Terri Farra;Odessa;31,8457149;-102,367687;United States;No;A-L-1;Arabika;Light;1;12,95;1,295;1,1655;6,993
JLN-14700-924;28/06/2020;5;79058-02767-CP;Conny Gheraldi;Kinloch;56,5873549;-3,3886199;United Kingdom;No;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;3,09075
JMS-48374-462;23/11/2020;2;49667-96708-JL;Florinda Matusovsky;Albany;42,6525793;-73,7562317;United States;Yes;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;4,1193
JNA-21450-177;11/02/2022;3;54798-14109-HC;Odelia Skerme;Oklahoma City;35,4675602;-97,5164276;United States;Yes;A-D-1;Arabika;Dark;1;9,95;0,995;0,8955;2,6865
JOM-80930-071;10/11/2021;6;54904-18397-UD;Raleigh Lepere;Beaumont;52,865196;-7,9794599;Ireland;No;L-D-1;Liberica;Dark;1;12,95;1,295;1,6835;10,101
JPB-45297-000;01/07/2022;4;83105-86631-IU;Dell Daveridge;Los Angeles;34,0549076;-118,242643;United States;No;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,8604
JQK-64922-985;10/11/2021;3;23779-10274-KN;Bettina Leffek;Honolulu;21,3098845;-157,8581401;United States;Yes;R-M-2.5;Robusta;Medium;2,5;22,885;0,9154;1,3731;4,1193
JQT-14347-517;26/07/2019;1;11621-09964-ID;Lorelei Nardoni;Saint Louis;38,6270025;-90,1994042;United States;No;R-D-1;Robusta;Dark;1;8,95;0,895;0,537;0,537
JSN-73975-443;27/06/2022;1;93047-98331-DD;Annabella Danzey;Lincoln;40,8088861;-96,7077751;United States;Yes;L-M-0.5;Liberica;Medium;0,5;8,73;1,746;1,1349;1,1349
JSU-23781-256;07/09/2021;4;76499-89100-JQ;Mag Armistead;New Orleans;29,9510658;-90,0715323;United States;No;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;2,388
JSU-23781-256;07/09/2021;1;76499-89100-JQ;Mag Armistead;New Orleans;29,9510658;-90,0715323;United States;No;L-D-0.2;Liberica;Dark;0,2;3,885;1,9425;0,50505;0,50505
JTU-55897-581;29/02/2020;5;70290-38099-GB;Janifer Bagot;Lincoln;40,8088861;-96,7077751;United States;No;R-M-0.2;Robusta;Medium;0,2;2,985;1,4925;0,1791;0,8955
JUA-13580-095;01/04/2019;4;55265-75151-AK;Manuel Darrigoe;Longwood;53,4550951;-6,9242396;Ireland;Yes;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,8604
JUO-34131-517;13/02/2019;6;07972-83748-JI;Rivy Farington;Corona;33,875295;-117,566445;United States;Yes;L-D-1;Liberica;Dark;1;12,95;1,295;1,6835;10,101
JVF-91003-729;02/10/2020;3;98536-88616-FF;Denny O' Ronan;San Angelo;31,4637723;-100,4370375;United States;Yes;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;6,17895
JVW-22582-137;23/03/2021;5;89208-74646-UK;Beryle Kenwell;Honolulu;21,3098845;-157,8581401;United States;No;E-M-0.2;Excelca;Medium;0,2;4,125;2,0625;0,45375;2,26875
JXP-28398-485;11/06/2021;5;23039-93032-FN;Marianna Vedmore;Greensboro;36,0726354;-79,7919754;United States;Yes;A-D-2.5;Arabika;Dark;2,5;22,885;0,9154;2,05965;10,29825
JYR-22052-185;01/01/2020;2;39528-19971-OR;Wren Place;Sunnyvale;37,36883;-122,0363496;United States;Yes;A-M-0.5;Arabika;Medium;0,5;6,75;1,35;0,6075;1,215
JZC-31180-557;07/04/2020;1;09171-42203-EB;Rachelle Elizabeth;Tulsa;36,1539816;-95,992775;United States;No;L-M-2.5;Liberica;Medium;2,5;33,465;1,3386;4,35045;4,35045
JZV-43874-185;02/08/2021;5;18551-80943-YQ;Freeland Missenden;San Diego;32,715738;-117,1610838;United States;Yes;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;5,0625
KAC-83089-793;15/07/2021;2;23806-46781-OU;Christoffer O' Shea;Cill Airne;53,3470707;-6,2379602;Ireland;No;E-M-1;Excelca;Medium;1;13,75;1,375;1,5125;3,025
KAC-83089-793;15/07/2021;2;23806-46781-OU;Christoffer O' Shea;Cill Airne;53,3470707;-6,2379602;Ireland;No;R-L-2.5;Robusta;Light;2,5;27,485;1,0994;1,6491;3,2982
KAR-24978-271;10/01/2019;6;23187-65750-HZ;Starr Arpin;Richmond;37,5407246;-77,4360481;United States;No;R-M-1;Robusta;Medium;1;9,95;0,995;0,597;3,582
KAW-95195-329;04/07/2020;4;34570-99384-AF;Sharity Wickens;Cavan;53,9853478;-7,365515;Ireland;Yes;R-D-2.5;Robusta;Dark;2,5;20,585;0,8234;1,2351;4,9404
KBB-52530-416;21/11/2019;2;06488-46303-IZ;Orion Dyott;Salt Lake City;40,7607793;-111,8910474;United States;Yes;L-D-2.5;Liberica;Dark;2,5;29,785;1,1914;3,87205;7,7441
KCW-50949-318;30/12/2019;5;52374-27313-IV;Dell Gut;Houston;29,7604267;-95,3698028;United States;Yes;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;8,1675
KCY-61732-849;16/03/2019;2;11349-55147-SN;Nicolas Aiton;Dungarvan;52,0936763;-7,6203627;Ireland;No;L-D-1;Liberica;Dark;1;12,95;1,295;1,6835;3,367
KFJ-46568-890;20/01/2019;2;71003-85639-HB;Lyell Murch;Fort Wayne;41,079273;-85,1393513;United States;Yes;E-L-0.5;Excelca;Light;0,5;8,91;1,782;0,9801;1,9602
KGC-95046-911;30/06/2020;2;95351-96177-QV;Elden Andriessen;Saint Louis;38,6270025;-90,1994042;United States;Yes;A-M-2.5;Arabika;Medium;2,5;25,875;1,035;2,32875;4,6575
KGZ-56395-231;06/12/2021;1;22221-71106-JD;Rhona Lequeux;Saint Augustine;29,8921835;-81,3139313;United States;No;A-D-0.5;Arabika;Dark;0,5;5,97;1,194;0,5373;0,5373
KHG-33953-115;13/12/2021;3;78226-97287-JI;Koren Ferretti;Balrothery;53,5885512;-6,188471;Ireland;No;L-D-0.5;Liberica;Dark;0,5;7,77;1,554;1,0101;3,0303
KHK-13105-388;08/04/2022;6;46242-54946-ZW;Charin Maplethorp;Wilmington;34,2103894;-77,8868117;United States;Yes;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;6,075
KHO-27106-786;10/10/2020;6;01603-43789-TN;Brice Romera;Foxrock;53,2668889;-6,1840102;Ireland;Yes;L-D-2.5;Liberica;Dark;2,5;29,785;1,1914;3,87205;23,2323
KHO-27106-786;10/10/2020;6;01603-43789-TN;Brice Romera;Foxrock;53,2668889;-6,1840102;Ireland;Yes;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;6,075
KHZ-26264-253;20/07/2021;6;24972-55878-KX;Foster Constance;Dallas;32,7766642;-96,7969879;United States;No;L-L-0.2;Liberica;Light;0,2;4,755;2,3775;0,61815;3,7089
KIX-93248-135;11/02/2020;1;36605-83052-WB;Violette Hellmore;Little Rock;34,7444618;-92,2880157;United States;Yes;A-D-0.5;Arabika;Dark;0,5;5,97;1,194;0,5373;0,5373
KJB-98240-098;30/01/2022;5;77746-08153-PM;Chad Miguel;Hagerstown;39,6417629;-77,7199932;United States;Yes;L-L-1;Liberica;Light;1;15,85;1,585;2,0605;10,3025
KJJ-12573-591;18/09/2021;1;12997-41076-FQ;Paula Denis;Phoenix;33,4483771;-112,0740373;United States;Yes;A-L-2.5;Arabika;Light;2,5;29,785;1,1914;2,68065;2,68065
KLD-88731-484;08/09/2021;5;17775-77072-PP;Carlie Linskill;Cincinnati;39,1031182;-84,5120196;United States;No;A-M-1;Arabika;Medium;1;11,25;1,125;1,0125;5,0625
KMB-95211-174;16/04/2021;4;23941-30203-MO;Lenette Dwerryhouse;Fort Worth;32,7554883;-97,3307658;United States;Yes;R-D-2.5;Robusta;Dark;2,5;20,585;0,8234;1,2351;4,9404
KMS-49214-806;30/04/2019;4;50384-52703-LA;Lyndsey MacManus;Savannah;32,0808989;-81,091203;United States;No;E-L-2.5;Excelca;Light;2,5;34,155;1,3662;3,75705;15,0282
KPO-24942-184;21/03/2021;3;70567-65133-CN;Desdemona Eye;Bagenalstown;52,7007292;-6,9570556;Ireland;No;L-L-2.5;Liberica;Light;2,5;36,455;1,4582;4,73915;14,21745
KRB-88066-642;16/03/2021;5;22107-86640-SB;Archambault Gillard;Toledo;41,6528052;-83,5378674;United States;No;L-M-1;Liberica;Medium;1;14,55;1,455;1,8915;9,4575
KRW-91640-596;22/04/2022;3;70879-00984-FJ;Tildie Tilzey;Saint Louis;38,6270025;-90,1994042;United States;No;R-L-0.5;Robusta;Light;0,5;7,17;1,434;0,4302;1,2906
KRZ-13868-122;24/03/2022;3;86779-84838-EJ;Kimberli Mustchin;Mesa;33,4151843;-111,8314724;United States;No;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;4,9005
KSH-47717-456;19/04/2020;3;74671-55639-TU;Lindy Uttermare;Denton;33,2148412;-97,1330683;United States;No;L-M-1;Liberica;Medium;1;14,55;1,455;1,8915;5,6745
KTO-53793-109;21/11/2019;2;17572-27091-AA;Constanta Hatfull;Rockford;42,2711311;-89,0939952;United States;No;R-L-0.2;Robusta;Light;0,2;3,585;1,7925;0,2151;0,4302
KTX-17944-494;29/12/2019;1;74330-29286-RO;Claudetta Rushe;Charlotte;35,2270869;-80,8431267;United States;Yes;A-L-0.2;Arabika;Light;0,2;3,885;1,9425;0,34965;0,34965
KUX-19632-830;20/07/2021;6;55409-07759-YG;Chloette Bernardot;Conroe;30,3118769;-95,4560512;United States;Yes;E-D-0.2;Excelca;Dark;0,2;3,645;1,8225;0,40095;2,4057
KXA-27983-918;15/09/2020;5;96042-27290-EQ;Daryn Cassius;Battle Creek;42,3211522;-85,1797142;United States;No;R-L-0.5;Robusta;Light;0,5;7,17;1,434;0,4302;2,151
KXN-85094-246;13/09/2019;3;81744-27332-RR;Bunny Naulls;Adare;52,5636521;-8,7925281;Ireland;Yes;L-M-2.5;Liberica;Medium;2,5;33,465;1,3386;4,35045;13,05135
KYG-28296-920;02/07/2020;1;78050-20355-DI;Granger Smallcombe;Kilkenny;52,6549027;-7,2464029;Ireland;Yes;E-M-2.5;Excelca;Medium;2,5;31,625;1,265;3,47875;3,47875
KYS-27063-603;30/06/2019;4;69958-32065-SW;Shannon List;Columbus;39,9611755;-82,9987942;United States;No;E-L-2.5;Excelca;Light;2,5;34,155;1,3662;3,75705;15,0282
KZR-33023-209;08/04/2022;3;21177-40725-CF;Micki Fero;Danbury;41,394817;-73,4540111;United States;No;E-L-1;Excelca;Light;1;14,85;1,485;1,6335;4,9005
